"","entrez_id","gene","chromosome","gene_name","mouse_homologenes","ensembl_gene_id"
"45099",105374220,"LOC105374220","3","uncharacterized LOC105374220",NA,NA
"45100",105374221,"LOC105374221","3","uncharacterized LOC105374221",NA,NA
"45101",105374222,"LOC105374222","3","uncharacterized LOC105374222",NA,NA
"45102",105374223,"LOC105374223","3","uncharacterized LOC105374223",NA,NA
"45103",105374224,"LOC105374224","3","uncharacterized LOC105374224",NA,NA
"45104",105374225,"LOC105374225","3","uncharacterized LOC105374225",NA,NA
"45105",105374226,"LOC105374226","3","uncharacterized LOC105374226",NA,NA
"45106",105374227,"LOC105374227","3","uncharacterized LOC105374227",NA,NA
"45107",105374228,"LOC105374228","3","uncharacterized LOC105374228",NA,NA
"45108",105374229,"LOC105374229","3","uncharacterized LOC105374229",NA,NA
"45109",105374230,"LOC105374230","3","uncharacterized LOC105374230",NA,NA
"45110",105374231,"LOC105374231","3","uncharacterized LOC105374231",NA,NA
"45111",105374232,"LOC105374232","3","uncharacterized LOC105374232",NA,NA
"45112",105374233,"LOC105374233","3","uncharacterized LOC105374233",NA,NA
"45113",105374234,"LOC105374234","3","uncharacterized LOC105374234",NA,NA
"45114",105374235,"LOC105374235","3","uncharacterized LOC105374235",NA,NA
"45115",105374236,"LOC105374236","3","105374236",NA,NA
"45116",105374237,"LOC105374237","3","uncharacterized LOC105374237",NA,NA
"45117",105374238,"LOC105374238","3","uncharacterized LOC105374238",NA,NA
"45118",105374239,"LOC105374239","3","uncharacterized LOC105374239",NA,NA
"45119",105374240,"LOC105374240","3","uncharacterized LOC105374240",NA,NA
"45120",105374241,"LOC105374241","3","uncharacterized LOC105374241",NA,NA
"45121",105374242,"LOC105374242","3","uncharacterized LOC105374242",NA,NA
"45122",105374243,"LOC105374243","3","uncharacterized LOC105374243",NA,NA
"45123",105374244,"LOC105374244","3","uncharacterized LOC105374244",NA,NA
"45124",105374245,"LOC105374245","3","uncharacterized LOC105374245",NA,NA
"45125",105374246,"LOC105374246","3","uncharacterized LOC105374246",NA,NA
"45126",105374247,"LOC105374247","3","uncharacterized LOC105374247",NA,NA
"45127",105374248,"LOC105374248","3","uncharacterized LOC105374248",NA,NA
"45128",105374249,"LOC105374249","3","uncharacterized LOC105374249",NA,NA
"45129",105374250,"LOC105374250","3","uncharacterized LOC105374250",NA,NA
"45130",105374251,"LOC105374251","3","uncharacterized LOC105374251",NA,NA
"45131",105374252,"LOC105374252","3","uncharacterized LOC105374252",NA,NA
"45132",105374253,"LOC105374253","3","uncharacterized LOC105374253",NA,NA
"45133",105374254,"LOC105374254","3","uncharacterized LOC105374254",NA,NA
"45134",105374255,"LOC105374255","3","uncharacterized LOC105374255",NA,NA
"45135",105374256,"LOC105374256","3","uncharacterized LOC105374256",NA,NA
"45136",105374257,"LOC105374257","3","uncharacterized LOC105374257",NA,NA
"45137",105374258,"LOC105374258","3","uncharacterized LOC105374258",NA,NA
"45138",105374259,"LOC105374259","3","uncharacterized LOC105374259",NA,NA
"45139",105374260,"LOC105374260","3","uncharacterized LOC105374260",NA,NA
"45140",105374261,"LOC105374261","3","uncharacterized LOC105374261",NA,NA
"45141",105374262,"LOC105374262","3","uncharacterized LOC105374262",NA,NA
"45142",105374263,"LOC105374263","3","uncharacterized LOC105374263",NA,NA
"45143",105374264,"LOC105374264","3","uncharacterized LOC105374264",NA,NA
"45144",105374265,"LOC105374265","3","uncharacterized LOC105374265",NA,NA
"45145",105374266,"LOC105374266","3","uncharacterized LOC105374266",NA,NA
"45146",105374267,"LOC105374267","3","uncharacterized LOC105374267",NA,NA
"45147",105374268,"LOC105374268","3","uncharacterized LOC105374268",NA,NA
"45148",105374269,"LOC105374269","3","uncharacterized LOC105374269",NA,NA
"45149",105374270,"LOC105374270","3","uncharacterized LOC105374270",NA,NA
"45150",105374271,"LOC105374271","3","uncharacterized LOC105374271",NA,NA
"45151",105374272,"LOC105374272","3","uncharacterized LOC105374272",NA,NA
"45152",105374273,"LOC105374273","3","uncharacterized LOC105374273",NA,NA
"45153",105374274,"LOC105374274","3","uncharacterized LOC105374274",NA,NA
"45154",105374275,"LOC105374275","3","uncharacterized LOC105374275",NA,NA
"45155",105374276,"LOC105374276","3","uncharacterized LOC105374276",NA,NA
"45156",105374277,"LOC105374277","3","uncharacterized LOC105374277",NA,NA
"45157",105374278,"LOC105374278","3","uncharacterized LOC105374278",NA,NA
"45158",105374279,"LOC105374279","3","uncharacterized LOC105374279",NA,NA
"45159",105374280,"LOC105374280","3","uncharacterized LOC105374280",NA,NA
"45160",105374281,"LOC105374281","3","uncharacterized LOC105374281",NA,NA
"45161",105374282,"LOC105374282","3","uncharacterized LOC105374282",NA,NA
"45162",105374283,"LOC105374283","3","uncharacterized LOC105374283",NA,NA
"45163",105374284,"LOC105374284","3","uncharacterized LOC105374284",NA,NA
"45164",105374285,"LOC105374285","3","uncharacterized LOC105374285",NA,NA
"45165",105374286,"LOC105374286","3","uncharacterized LOC105374286",NA,NA
"45166",105374287,"LOC105374287","3","uncharacterized LOC105374287",NA,NA
"45167",105374288,"LOC105374288","3","uncharacterized LOC105374288",NA,NA
"45168",105374289,"LOC105374289","3","uncharacterized LOC105374289",NA,NA
"45169",105374290,"LOC105374290","3","uncharacterized LOC105374290",NA,NA
"45170",105374291,"LOC105374291","3","uncharacterized LOC105374291",NA,NA
"45171",105374292,"LOC105374292","3","uncharacterized LOC105374292",NA,NA
"45172",105374293,"LOC105374293","3","uncharacterized LOC105374293",NA,NA
"45173",105374294,"LOC105374294","3","uncharacterized LOC105374294",NA,NA
"45174",105374295,"LOC105374295","3","uncharacterized LOC105374295",NA,NA
"45175",105374296,"LOC105374296","3","uncharacterized LOC105374296",NA,NA
"45176",105374297,"LOC105374297","3","uncharacterized LOC105374297",NA,NA
"45177",105374298,"LOC105374298","3","uncharacterized LOC105374298",NA,NA
"45178",105374299,"LOC105374299","3","proline-rich protein 36-like",NA,NA
"45179",105374300,"LOC105374300","3","uncharacterized LOC105374300",NA,NA
"45180",105374301,"LOC105374301","3","mucin-1-like",NA,NA
"45181",105374302,"LOC105374302","3","uncharacterized LOC105374302",NA,NA
"45182",105374303,"LOC105374303","3","uncharacterized LOC105374303",NA,NA
"45183",105374304,"LOC105374304","3","uncharacterized LOC105374304",NA,NA
"45184",105374305,"LOC105374305","3","uncharacterized LOC105374305",NA,NA
"45185",105374306,"LOC105374306","3","uncharacterized LOC105374306",NA,NA
"45186",105374307,"LOC105374307","3","uncharacterized LOC105374307",NA,NA
"45187",105374308,"LOC105374308","3","uncharacterized LOC105374308",NA,NA
"45188",105374309,"LOC105374309","3","uncharacterized LOC105374309",NA,NA
"45189",105374310,"LOC105374310","3","uncharacterized LOC105374310",NA,NA
"45190",105374311,"LOC105374311","3","uncharacterized LOC105374311",NA,NA
"45191",105374312,"LOC105374312","3","coiled-coil domain-containing protein 86-like",NA,NA
"45192",105374313,"LOC105374313","3","uncharacterized LOC105374313",NA,NA
"45193",105374314,"LOC105374314","3","uncharacterized LOC105374314",NA,NA
"45194",105374315,"LOC105374315","3","105374315",NA,NA
"45195",105374316,"LOC105374316","2","uncharacterized LOC105374316",NA,NA
"45196",105374317,"LOC105374317","2","uncharacterized LOC105374317",NA,NA
"45197",105374318,"LOC105374318","2","uncharacterized LOC105374318",NA,NA
"45198",105374319,"LOC105374319","2","uncharacterized LOC105374319",NA,NA
"45199",105374320,"LOC105374320","2","uncharacterized LOC105374320",NA,NA
"45200",105374321,"LOC105374321","2","uncharacterized LOC105374321",NA,NA
"45201",105374322,"LOC105374322","2","uncharacterized LOC105374322",NA,NA
"45202",105374323,"LOC105374323","2","uncharacterized LOC105374323",NA,NA
"45203",105374324,"LOC105374324","2","uncharacterized LOC105374324",NA,NA
"45204",105374325,"LOC105374325","2","uncharacterized LOC105374325",NA,NA
"45205",105374326,"LOC105374326","2","uncharacterized LOC105374326",NA,NA
"45206",105374327,"LOC105374327","2","105374327",NA,NA
"45207",105374328,"LOC105374328","2","uncharacterized LOC105374328",NA,NA
"45208",105374329,"LOC105374329","2","uncharacterized LOC105374329",NA,NA
"45209",105374330,"LOC105374330","2","uncharacterized LOC105374330",NA,NA
"45210",105374331,"LOC105374331","2","uncharacterized LOC105374331",NA,NA
"45211",105374332,"LOC105374332","2","uncharacterized LOC105374332",NA,NA
"45212",105374333,"LOC105374333","2","uncharacterized LOC105374333",NA,NA
"45213",105374334,"LOC105374334","2","uncharacterized LOC105374334",NA,NA
"45214",105374335,"LOC105374335","4","uncharacterized LOC105374335",NA,NA
"45215",105374336,"LOC105374336","4","uncharacterized LOC105374336",NA,NA
"45216",105374337,"LOC105374337","2","uncharacterized LOC105374337",NA,NA
"45217",105374338,"LOC105374338","4","uncharacterized LOC105374338",NA,NA
"45218",105374339,"LOC105374339","4","uncharacterized LOC105374339",NA,NA
"45219",105374340,"LOC105374340","4","uncharacterized LOC105374340",NA,NA
"45220",105374341,"LOC105374341","4","uncharacterized LOC105374341",NA,NA
"45221",105374342,"LOC105374342","4","uncharacterized LOC105374342",NA,NA
"45222",105374343,"LOC105374343","4","uncharacterized LOC105374343",NA,NA
"45223",105374344,"LOC105374344","4","uncharacterized LOC105374344",NA,NA
"45224",105374345,"LOC105374345","4","uncharacterized LOC105374345",NA,NA
"45225",105374346,"LOC105374346","4","uncharacterized LOC105374346",NA,NA
"45226",105374347,"LOC105374347","4","uncharacterized LOC105374347",NA,NA
"45227",105374348,"LOC105374348","4","uncharacterized LOC105374348",NA,NA
"45228",105374349,"LOC105374349","4","uncharacterized LOC105374349",NA,NA
"45229",105374350,"LOC105374350","4","uncharacterized LOC105374350",NA,NA
"45230",105374351,"LOC105374351","4","uncharacterized LOC105374351",NA,NA
"45231",105374352,"LOC105374352","4","uncharacterized LOC105374352",NA,NA
"45232",105374353,"LOC105374353","4","uncharacterized LOC105374353",NA,NA
"45233",105374354,"LOC105374354","4","uncharacterized LOC105374354",NA,NA
"45234",105374355,"LOC105374355","4","uncharacterized LOC105374355",NA,NA
"45235",105374356,"LOC105374356","4","uncharacterized LOC105374356",NA,NA
"45236",105374357,"LOC105374357","4","uncharacterized LOC105374357",NA,NA
"45237",105374358,"LOC105374358","4","uncharacterized LOC105374358",NA,NA
"45238",105374359,"LOC105374359","4","uncharacterized LOC105374359",NA,NA
"45239",105374360,"LOC105374360","4","uncharacterized LOC105374360",NA,NA
"45240",105374361,"LOC105374361","4","uncharacterized LOC105374361",NA,NA
"45241",105374362,"LOC105374362","4","uncharacterized LOC105374362",NA,NA
"45242",105374363,"LOC105374363","2","uncharacterized LOC105374363",NA,NA
"45243",105374364,"LOC105374364","4","uncharacterized LOC105374364",NA,NA
"45244",105374365,"LOC105374365","4","uncharacterized LOC105374365",NA,NA
"45245",105374366,"LOC105374366","4","uncharacterized LOC105374366",NA,NA
"45246",105374367,"LOC105374367","4","uncharacterized LOC105374367",NA,NA
"45247",105374368,"LOC105374368","4","uncharacterized LOC105374368",NA,NA
"45248",105374369,"LOC105374369","2","uncharacterized LOC105374369",NA,NA
"45249",105374370,"LOC105374370","4","uncharacterized LOC105374370",NA,NA
"45250",105374371,"LOC105374371","4","uncharacterized LOC105374371",NA,NA
"45251",105374372,"LOC105374372","4","uncharacterized LOC105374372",NA,NA
"45252",105374373,"LOC105374373","4","uncharacterized LOC105374373",NA,NA
"45253",105374374,"LOC105374374","4","uncharacterized LOC105374374",NA,NA
"45254",105374375,"LOC105374375","4","uncharacterized LOC105374375",NA,NA
"45255",105374376,"LOC105374376","4","uncharacterized LOC105374376",NA,NA
"45256",105374377,"LOC105374377","4","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3 pseudogene",NA,NA
"45257",105374378,"LOC105374378","2","uncharacterized LOC105374378",NA,NA
"45258",105374379,"LOC105374379","4","collagen alpha-1(X) chain-like",NA,NA
"45259",105374380,"LOC105374380","4","golgin subfamily A member 6-like protein 22",NA,NA
"45260",105374381,"LOC105374381","2","uncharacterized LOC105374381",NA,NA
"45261",105374382,"LOC105374382","2","uncharacterized LOC105374382",NA,NA
"45262",105374383,"LOC105374383","2","uncharacterized LOC105374383",NA,NA
"45263",105374384,"LOC105374384","2","uncharacterized LOC105374384",NA,NA
"45264",105374385,"LOC105374385","2","uncharacterized LOC105374385",NA,NA
"45265",105374386,"LOC105374386","2","uncharacterized LOC105374386",NA,NA
"45266",105374389,"LOC105374389","2","uncharacterized LOC105374389",NA,NA
"45267",105374390,"LOC105374390","4","uncharacterized LOC105374390",NA,NA
"45268",105374391,"LOC105374391","4","uncharacterized LOC105374391",NA,NA
"45269",105374392,"LOC105374392","4","uncharacterized LOC105374392",NA,NA
"45270",105374393,"LOC105374393","4","uncharacterized LOC105374393",NA,NA
"45271",105374394,"LOC105374394","4","uncharacterized LOC105374394",NA,NA
"45272",105374395,"LOC105374395","4","uncharacterized LOC105374395",NA,NA
"45273",105374396,"LOC105374396","4","uncharacterized LOC105374396",NA,NA
"45274",105374397,"LOC105374397","4","uncharacterized LOC105374397",NA,NA
"45275",105374398,"LOC105374398","4","uncharacterized LOC105374398",NA,NA
"45276",105374399,"LOC105374399","4","uncharacterized LOC105374399",NA,NA
"45277",105374400,"LOC105374400","4","uncharacterized LOC105374400",NA,NA
"45278",105374402,"LOC105374402","4","uncharacterized LOC105374402",NA,NA
"45279",105374403,"LOC105374403","4","uncharacterized LOC105374403",NA,NA
"45280",105374404,"LOC105374404","4","uncharacterized LOC105374404",NA,NA
"45281",105374405,"LOC105374405","2","uncharacterized LOC105374405",NA,NA
"45282",105374406,"LOC105374406","4","uncharacterized LOC105374406",NA,NA
"45283",105374407,"LOC105374407","4","uncharacterized LOC105374407",NA,NA
"45284",105374408,"LOC105374408","4","uncharacterized LOC105374408",NA,NA
"45285",105374409,"LOC105374409","4","uncharacterized LOC105374409",NA,NA
"45286",105374410,"LOC105374410","4","uncharacterized LOC105374410",NA,NA
"45287",105374411,"LOC105374411","4","uncharacterized LOC105374411",NA,NA
"45288",105374412,"LOC105374412","4","uncharacterized LOC105374412",NA,NA
"45289",105374413,"LOC105374413","4","uncharacterized LOC105374413",NA,NA
"45290",105374414,"LOC105374414","2","uncharacterized LOC105374414",NA,NA
"45291",105374415,"LOC105374415","4","uncharacterized LOC105374415",NA,NA
"45292",105374416,"LOC105374416","4","uncharacterized LOC105374416",NA,NA
"45293",105374417,"LOC105374417","4","uncharacterized LOC105374417",NA,NA
"45294",105374418,"LOC105374418","4","uncharacterized LOC105374418",NA,NA
"45295",105374419,"LOC105374419","4","uncharacterized LOC105374419",NA,NA
"45296",105374420,"LOC105374420","4","uncharacterized LOC105374420",NA,NA
"45297",105374421,"LOC105374421","4","uncharacterized LOC105374421",NA,NA
"45298",105374422,"LOC105374422","4","uncharacterized LOC105374422",NA,NA
"45299",105374423,"LOC105374423","4","uncharacterized LOC105374423",NA,NA
"45300",105374424,"LOC105374424","4","uncharacterized LOC105374424",NA,NA
"45301",105374425,"LOC105374425","4","uncharacterized LOC105374425",NA,NA
"45302",105374426,"LOC105374426","4","uncharacterized LOC105374426",NA,NA
"45303",105374428,"LOC105374428","4","uncharacterized LOC105374428",NA,NA
"45304",105374429,"LOC105374429","4","uncharacterized LOC105374429",NA,NA
"45305",105374430,"LOC105374430","4","uncharacterized LOC105374430",NA,NA
"45306",105374431,"LOC105374431","4","uncharacterized LOC105374431",NA,NA
"45307",105374432,"LOC105374432","4","uncharacterized LOC105374432",NA,NA
"45308",105374433,"LOC105374433","4","uncharacterized LOC105374433",NA,NA
"45309",105374434,"LOC105374434","4","uncharacterized LOC105374434",NA,NA
"45310",105374435,"LOC105374435","2","uncharacterized LOC105374435",NA,NA
"45311",105374436,"LOC105374436","4","uncharacterized LOC105374436",NA,NA
"45312",105374437,"LOC105374437","4","uncharacterized LOC105374437",NA,NA
"45313",105374438,"LOC105374438","4","uncharacterized LOC105374438",NA,NA
"45314",105374439,"LOC105374439","4","uncharacterized LOC105374439",NA,NA
"45315",105374440,"LOC105374440","4","uncharacterized LOC105374440",NA,NA
"45316",105374441,"LOC105374441","4","uncharacterized LOC105374441",NA,NA
"45317",105374442,"LOC105374442","4","uncharacterized LOC105374442",NA,NA
"45318",105374443,"LOC105374443","4","uncharacterized LOC105374443",NA,NA
"45319",105374444,"LOC105374444","4","uncharacterized LOC105374444",NA,NA
"45320",105374445,"LOC105374445","4","uncharacterized LOC105374445",NA,NA
"45321",105374446,"LOC105374446","2","uncharacterized LOC105374446",NA,NA
"45322",105374447,"LOC105374447","4","uncharacterized LOC105374447",NA,NA
"45323",105374448,"LOC105374448","2","uncharacterized LOC105374448",NA,NA
"45324",105374449,"LOC105374449","2","uncharacterized LOC105374449",NA,NA
"45325",105374450,"LOC105374450","2","uncharacterized LOC105374450",NA,NA
"45326",105374451,"LOC105374451","2","uncharacterized LOC105374451",NA,NA
"45327",105374452,"LOC105374452","2","uncharacterized LOC105374452",NA,NA
"45328",105374453,"LOC105374453","2","uncharacterized LOC105374453",NA,NA
"45329",105374454,"LOC105374454","2","uncharacterized LOC105374454",NA,NA
"45330",105374455,"LOC105374455","2","uncharacterized LOC105374455",NA,NA
"45331",105374456,"LOC105374456","2","uncharacterized LOC105374456",NA,NA
"45332",105374457,"LOC105374457","2","uncharacterized LOC105374457",NA,NA
"45333",105374458,"LOC105374458","2","uncharacterized LOC105374458",NA,NA
"45334",105374459,"LOC105374459","2","uncharacterized LOC105374459",NA,NA
"45335",105374460,"LOC105374460","2","uncharacterized LOC105374460",NA,NA
"45336",105374461,"LOC105374461","2","uncharacterized LOC105374461",NA,NA
"45337",105374462,"LOC105374462","2","uncharacterized LOC105374462",NA,NA
"45338",105374463,"LOC105374463","2","uncharacterized LOC105374463",NA,NA
"45339",105374464,"LOC105374464","2","uncharacterized LOC105374464",NA,NA
"45340",105374465,"LOC105374465","2","uncharacterized LOC105374465",NA,NA
"45341",105374466,"LOC105374466","2","uncharacterized LOC105374466",NA,NA
"45342",105374467,"LOC105374467","2","uncharacterized LOC105374467",NA,NA
"45343",105374468,"LOC105374468","2","uncharacterized LOC105374468",NA,NA
"45344",105374469,"LOC105374469","2","uncharacterized LOC105374469",NA,NA
"45345",105374470,"LOC105374470","2","uncharacterized LOC105374470",NA,NA
"45346",105374471,"LOC105374471","2","uncharacterized LOC105374471",NA,NA
"45347",105374472,"LOC105374472","2","uncharacterized LOC105374472",NA,NA
"45348",105374473,"LOC105374473","2","uncharacterized LOC105374473",NA,NA
"45349",105374474,"LOC105374474","4","uncharacterized LOC105374474",NA,NA
"45350",105374475,"LOC105374475","2","uncharacterized LOC105374475",NA,NA
"45351",105374476,"LOC105374476","4","uncharacterized LOC105374476",NA,NA
"45352",105374477,"LOC105374477","4","uncharacterized LOC105374477",NA,NA
"45353",105374478,"LOC105374478","4","uncharacterized LOC105374478",NA,NA
"45354",105374479,"LOC105374479","4","uncharacterized LOC105374479",NA,NA
"45355",105374480,"LOC105374480","4","uncharacterized LOC105374480",NA,NA
"45356",105374481,"LOC105374481","4","uncharacterized LOC105374481",NA,NA
"45357",105374482,"LOC105374482","4","uncharacterized LOC105374482",NA,NA
"45358",105374483,"LOC105374483","4","uncharacterized LOC105374483",NA,NA
"45359",105374484,"LOC105374484","4","uncharacterized LOC105374484",NA,NA
"45360",105374485,"LOC105374485","4","uncharacterized LOC105374485",NA,NA
"45361",105374486,"LOC105374486","4","uncharacterized LOC105374486",NA,NA
"45362",105374487,"LOC105374487","4","uncharacterized LOC105374487",NA,NA
"45363",105374488,"LOC105374488","4","uncharacterized LOC105374488",NA,NA
"45364",105374489,"LOC105374489","4","uncharacterized LOC105374489",NA,NA
"45365",105374490,"LOC105374490","4","uncharacterized LOC105374490",NA,NA
"45366",105374491,"LOC105374491","2","uncharacterized LOC105374491",NA,NA
"45367",105374492,"LOC105374492","4","uncharacterized LOC105374492",NA,NA
"45368",105374493,"LOC105374493","4","uncharacterized LOC105374493",NA,NA
"45369",105374494,"LOC105374494","4","uncharacterized LOC105374494",NA,NA
"45370",105374495,"LOC105374495","4","uncharacterized LOC105374495",NA,NA
"45371",105374496,"LOC105374496","4","uncharacterized LOC105374496",NA,NA
"45372",105374497,"LOC105374497","2","uncharacterized LOC105374497",NA,NA
"45373",105374498,"LOC105374498","4","uncharacterized LOC105374498",NA,NA
"45374",105374499,"LOC105374499","4","uncharacterized LOC105374499",NA,NA
"45375",105374500,"LOC105374500","4","uncharacterized LOC105374500",NA,NA
"45376",105374501,"LOC105374501","4","uncharacterized LOC105374501",NA,NA
"45377",105374502,"LOC105374502","4","uncharacterized LOC105374502",NA,NA
"45378",105374503,"LOC105374503","4","uncharacterized LOC105374503",NA,NA
"45379",105374504,"LOC105374504","4","uncharacterized LOC105374504",NA,NA
"45380",105374505,"LOC105374505","4","uncharacterized LOC105374505",NA,NA
"45381",105374506,"LOC105374506","2","uncharacterized LOC105374506",NA,NA
"45382",105374507,"LOC105374507","4","uncharacterized LOC105374507",NA,NA
"45383",105374508,"LOC105374508","4","uncharacterized LOC105374508",NA,NA
"45384",105374509,"LOC105374509","4","uncharacterized LOC105374509",NA,NA
"45385",105374510,"LOC105374510","4","uncharacterized LOC105374510",NA,NA
"45386",105374511,"LOC105374511","4","uncharacterized LOC105374511",NA,NA
"45387",105374512,"LOC105374512","4","uncharacterized LOC105374512",NA,NA
"45388",105374513,"LOC105374513","4","uncharacterized LOC105374513",NA,NA
"45389",105374514,"LOC105374514","4","uncharacterized LOC105374514",NA,NA
"45390",105374515,"LOC105374515","4","uncharacterized LOC105374515",NA,NA
"45391",105374516,"LOC105374516","4","uncharacterized LOC105374516",NA,NA
"45392",105374517,"LOC105374517","2","uncharacterized LOC105374517",NA,NA
"45393",105374518,"LOC105374518","4","uncharacterized LOC105374518",NA,NA
"45394",105374519,"LOC105374519","4","uncharacterized LOC105374519",NA,NA
"45395",105374520,"LOC105374520","4","uncharacterized LOC105374520",NA,NA
"45396",105374521,"LOC105374521","4","uncharacterized LOC105374521",NA,NA
"45397",105374522,"LOC105374522","4","uncharacterized LOC105374522",NA,NA
"45398",105374523,"LOC105374523","4","uncharacterized LOC105374523",NA,NA
"45399",105374524,"LOC105374524","4","uncharacterized LOC105374524",NA,NA
"45400",105374525,"LOC105374525","4","uncharacterized LOC105374525",NA,NA
"45401",105374526,"LOC105374526","4","uncharacterized LOC105374526",NA,NA
"45402",105374527,"LOC105374527","4","uncharacterized LOC105374527",NA,NA
"45403",105374528,"LOC105374528","4","uncharacterized LOC105374528",NA,NA
"45404",105374529,"LOC105374529","4","uncharacterized LOC105374529",NA,NA
"45405",105374530,"LOC105374530","4","uncharacterized LOC105374530",NA,NA
"45406",105374531,"LOC105374531","2","uncharacterized LOC105374531",NA,NA
"45407",105374532,"LOC105374532","4","uncharacterized LOC105374532",NA,NA
"45408",105374533,"LOC105374533","4","uncharacterized LOC105374533",NA,NA
"45409",105374534,"LOC105374534","4","uncharacterized LOC105374534",NA,NA
"45410",105374535,"LOC105374535","4","uncharacterized LOC105374535",NA,NA
"45411",105374536,"LOC105374536","4","uncharacterized LOC105374536",NA,NA
"45412",105374537,"LOC105374537","2","uncharacterized LOC105374537",NA,NA
"45413",105374538,"LOC105374538","4","uncharacterized LOC105374538",NA,NA
"45414",105374539,"LOC105374539","4","uncharacterized LOC105374539",NA,NA
"45415",105374540,"LOC105374540","4","uncharacterized LOC105374540",NA,NA
"45416",105374541,"LOC105374541","4","uncharacterized LOC105374541",NA,NA
"45417",105374542,"LOC105374542","4","uncharacterized LOC105374542",NA,NA
"45418",105374543,"LOC105374543","2","uncharacterized LOC105374543",NA,NA
"45419",105374544,"LOC105374544","4","uncharacterized LOC105374544",NA,NA
"45420",105374545,"LOC105374545","4","uncharacterized LOC105374545",NA,NA
"45421",105374546,"LOC105374546","4","uncharacterized LOC105374546",NA,NA
"45422",105374547,"LOC105374547","4","uncharacterized LOC105374547",NA,NA
"45423",105374548,"LOC105374548","4","uncharacterized LOC105374548",NA,NA
"45424",105374549,"LOC105374549","4","uncharacterized LOC105374549",NA,NA
"45425",105374550,"LOC105374550","4","uncharacterized LOC105374550",NA,NA
"45426",105374551,"LOC105374551","4","uncharacterized LOC105374551",NA,NA
"45427",105374552,"LOC105374552","4","uncharacterized LOC105374552",NA,NA
"45428",105374553,"LOC105374553","4","uncharacterized LOC105374553",NA,NA
"45429",105374554,"LOC105374554","4","uncharacterized LOC105374554",NA,NA
"45430",105374555,"LOC105374555","2","uncharacterized LOC105374555",NA,NA
"45431",105374556,"LOC105374556","4","uncharacterized LOC105374556",NA,NA
"45432",105374557,"LOC105374557","4","uncharacterized LOC105374557",NA,NA
"45433",105374558,"LOC105374558","4","uncharacterized LOC105374558",NA,NA
"45434",105374559,"LOC105374559","4","uncharacterized LOC105374559",NA,NA
"45435",105374560,"LOC105374560","4","uncharacterized LOC105374560",NA,NA
"45436",105374561,"LOC105374561","4","uncharacterized LOC105374561",NA,NA
"45437",105374562,"LOC105374562","4","uncharacterized LOC105374562",NA,NA
"45438",105374563,"LOC105374563","4","uncharacterized LOC105374563",NA,NA
"45439",105374564,"LOC105374564","4","uncharacterized LOC105374564",NA,NA
"45440",105374565,"LOC105374565","4","uncharacterized LOC105374565",NA,NA
"45441",105374566,"LOC105374566","4","uncharacterized LOC105374566",NA,NA
"45442",105374567,"LOC105374567","2","proline-rich protein 2-like",NA,NA
"45443",105374568,"LOC105374568","2","uncharacterized LOC105374568",NA,NA
"45444",105374569,"LOC105374569","2","uncharacterized LOC105374569",NA,NA
"45445",105374570,"LOC105374570","2","uncharacterized LOC105374570",NA,NA
"45446",105374571,"LOC105374571","2","uncharacterized LOC105374571",NA,NA
"45447",105374572,"LOC105374572","2","uncharacterized LOC105374572",NA,NA
"45448",105374573,"LOC105374573","2","uncharacterized LOC105374573",NA,NA
"45449",105374574,"LOC105374574","2","uncharacterized LOC105374574",NA,NA
"45450",105374575,"LOC105374575","2","uncharacterized LOC105374575",NA,NA
"45451",105374576,"LOC105374576","2","uncharacterized LOC105374576",NA,NA
"45452",105374577,"LOC105374577","2","uncharacterized LOC105374577",NA,NA
"45453",105374578,"LOC105374578","2","uncharacterized LOC105374578",NA,NA
"45454",105374579,"LOC105374579","2","uncharacterized LOC105374579",NA,NA
"45455",105374580,"LOC105374580","2","uncharacterized LOC105374580",NA,NA
"45456",105374581,"LOC105374581","2","uncharacterized LOC105374581",NA,NA
"45457",105374582,"LOC105374582","2","uncharacterized LOC105374582",NA,NA
"45458",105374583,"LOC105374583","2","uncharacterized LOC105374583",NA,NA
"45459",105374584,"LOC105374584","2","uncharacterized LOC105374584",NA,NA
"45460",105374585,"LOC105374585","2","uncharacterized LOC105374585",NA,NA
"45461",105374586,"LOC105374586","2","uncharacterized LOC105374586",NA,NA
"45462",105374587,"LOC105374587","2","uncharacterized LOC105374587",NA,NA
"45463",105374588,"LOC105374588","2","uncharacterized LOC105374588",NA,NA
"45464",105374589,"LOC105374589","2","uncharacterized LOC105374589",NA,NA
"45465",105374590,"LOC105374590","2","uncharacterized LOC105374590",NA,NA
"45466",105374591,"LOC105374591","2","uncharacterized LOC105374591",NA,NA
"45467",105374592,"LOC105374592","2","uncharacterized LOC105374592",NA,NA
"45468",105374593,"LOC105374593","2","uncharacterized LOC105374593",NA,NA
"45469",105374594,"LOC105374594","2","uncharacterized LOC105374594",NA,NA
"45470",105374595,"LOC105374595","2","uncharacterized LOC105374595",NA,NA
"45471",105374596,"LOC105374596","2","uncharacterized LOC105374596",NA,NA
"45472",105374597,"LOC105374597","2","uncharacterized LOC105374597",NA,NA
"45473",105374598,"LOC105374598","2","uncharacterized LOC105374598",NA,NA
"45474",105374599,"LOC105374599","2","uncharacterized LOC105374599",NA,NA
"45475",105374600,"LOC105374600","2","uncharacterized LOC105374600",NA,NA
